latitude,longitude,Name,Owner_Current,Contact,Status,YearClosed,Names_Prior_Manual,Names_Prior_Directory,Owner_Prior,MillType,Feedstock,Products,Species,LogDiamMIN,Phone,City,State,Zip,RecordEditor,Source,,PrimaryKey
41.800375,-123.36769,Stone Forest Products (Happy Camp),Stone Forest Products,,Closed,1993,Southwest Forest Industries,,Southwest Forest Industries,Sawmill,Logs,Lumber,,,,Happy Camp,CA,,Rick Satomi,Random Lengths,,9059
39.402908,-123.360812,Harwood (Willits Mill),,,Closed,1988,,,,Sawmill,Logs,Lumber,,,,Willits,CA,,Rick Satomi,Random Lengths,,9127
39.403232,-123.358427,Willits Redwood Sawmill,Bruce  Burton Owner,,Open,,"Willits Redwood Co, harrah lumber",,,Sawmill,Logs,Lumber,"redwood, DF",,(707) 459-4549,Willits,CA,95490,Larry Swan,,,9126
39.450394,-123.350192,Louisiana Pacific,,,Closed,1997,,,,Sawmill,Logs,Lumber,,,,Willits,CA,,Rick Satomi,Random Lengths,,9128
39.79271,-123.247404,B&T Lumber,,,Closed,1975,,,,Sawmill,Logs,,,,,Covelo,CA,,,,,9189
39.17842,-123.230076,Hollow Tree Lumber,,,Closed,1974,,,,Sawmill,Logs,,,,,Ukiah,CA,95482,,,,9281
39.269241,-123.222445,Hamson Lumber Company,,,Closed,1980,,,,Sawmill,Logs,,,,,Redwood Valley,CA,,,,,9257
39.8174833,-123.20695,Louisiana Pacific (Covelo),Louisiana pacific,,Closed,1993,,,,Sawmill,Logs,Lumber,,,,Covelo,CA,,Peter Tittmann,FORM RESPONSES,,9040
39.173757,-123.206264,Masonite ( Ukiah),Masonite,,Closed,,,,,Sawmill,Logs,,,,,Ukiah,CA,,,,,9118
39.184984,-123.204469,Georgia Pacific (Ukiah),,,Closed,1974,,,,Sawmill,Logs,,,,,Ukiah,CA,95482,,,,9280
39.183738,-123.203868,Mendocino Forest Products Sawmill (Ukiah),,Tim Tanner Sales Manager,Open,,"Palco, LP",,Mendocino Redwood Co,Sawmill,Logs,Lumber,"RW, DF",,(707) 463-5110,Ukiah,CA,95482,Larry Swan,,,9119
39.17958875,-123.2036368,Agwood Mill & Lbr.,,Mark Sparso V.P.,Open,,Agwood Mill & Lumber Inc,,,Sawmill,Logs,Lumber,"DF, redwood",,(707) 468-5486,Ukiah,CA,95482,Larry Swan,Personal contact,,9117
39.238004,-123.200771,Timber Realization Company,,,Closed,1990,,,,Sawmill,Logs,Lumber,,,,Calpella,CA,,Rick Satomi,Random Lengths,,9029
42.424954,-123.162117,Murphy Softwood Plywood Plant,Murphy Company Veneer,,Open,,,,,Plywood Layup,"Veneer
",,,,,Rogue River,OR,97537,Larry Swan,,,9056
40.55016,-123.146741,SPI Hayfork Sawmill,Sierra Pacific Industries,,Closed,1997,,,,Sawmill,Logs,Lumber,,,,Hayfork,CA,,Rick Satomi,Random Lengths,,9060
39.380906,-123.106023,Louisiana Pacific Potter Valley Mill,Wes Fairbairn,,Closed,1990,,,,Sawmill,Logs,Lumber,,,,Potter Valley,CA,95469,Larry Swan,,,9089
40.38581,-123.064106,Kimberly-Clark Corporation,,,Closed,1978,,,,Sawmill,Logs,,,,,Wildwood,CA,,,,,9286
38.46454832,-123.0410353,Berry's Sawmill,Bruce Berry Owner,,Open,,Berry Sawmill & Lumber Yard,,,Sawmill,Logs,Lumber,"RW, DF",,(707) 865-2365,Cazadero,CA,95421,Larry Swan,,,9034
38.819887,-123.020247,Barnes Lumber,,,Closed,1974,,,,Sawmill,Logs,,,,,Cloverdale,CA,,,,,9183
38.820891,-123.018623,Redwood Empire (Cloverdale),,Zeke Sechrest Resource Manager,Open,,"Preston Lumber Corporation (Cloverdale Plant), Richardson Lumber",,Preston Lumber Corporation (Cloverdale Plant),Sawmill,Logs,Lumber,"Redwood, Douglas-fir, Hemlock",,(707) 894-4242,Cloverdale,CA,95425,Larry Swan,,,9039
38.822357,-123.017224,G&R Lumber,,,Closed,1983,,,,Sawmill,Logs,,,,,Cloverdale,CA,,,,,9185
38.829085,-123.01282,Preston Lumber Corporation,,,Closed,1996,"Richardson Lumber, Davies Lumber",,,Sawmill,Logs,,,,,Cloverdale,CA,,,,,9143
38.779133,-123.008295,Masonite (Cloverdale),,,Closed,1983,Molalla Forest Products,,,Sawmill,Logs,,,,,Cloverdale,CA,,,,,9144
38.785937,-123.002653,Louisiana Pacific (Cloverdale),,,Closed,1993,,,,Sawmill,Logs,Lumber,,,,Cloverdale,CA,,Rick Satomi,Random Lengths,,9038
38.354315,-122.980987,Chenoweth Lumber Company,,,Closed,1978,,,,Sawmill,Logs,,,,,Bodega,CA,,,,,9172
40.725091,-122.93143,Schmidbauer Lumber,,,Closed,1987,,,,Sawmill,Logs,,,,,Weaverville,CA,,,,,9284
40.72493045,-122.9306377,Trinity River Lbr Co. Sawmill,,Dee  Sanders General Manager,Open,,Trinity River Lumber Co,,,Sawmill,Logs,Lumber,DF,,(530) 623-5561,Weaverville,CA,96093,Larry Swan,,,9120
42.34711,-122.889474,SierraPine Medford MDF,"SierraPine ,an affiliate of Timber Products Co.",,Open,,,,,Composite Panel,Sawdust/ Shavings/ Chips,MDF,,,541-773-2522,Medford,OR,,Larry Swan,,,9297
38.644977,-122.871164,Idaco Lumber,,,Closed,1974,,,,Sawmill,Logs,,,,,Healdsburg,CA,,,,,9218
38.607239,-122.868822,Sonoma Wood Products,,,Closed,1976,,,,Sawmill,Logs,,,,,Healdsburg,CA,,,,,9219
42.435871,-122.866862,Timber Products Co. Particle Board and Plywood Mills,,,Open,,,,,Sawmill,Logs,,,,,White City,OR,97503,Larry Swan,,,9125
42.43270557,-122.8592083,Murphy Co. Plywood Layup,,,Open,,,,,Sawmill,Logs,,,,,White City,OR,97503,Larry Swan,,,9124
42.433787,-122.858651,Murphy Softwood Veneer Plant,Murphy Company Veneer,,Open,,,,,Veneer,Logs,Veneer,"DF, WF",,,White City,OR,97503,Larry Swan,,,9123
42.430189,-122.852102,Boise Wood Products Veneer/LVL/Plywood,Boise,,Open,,,,,Veneer,Logs,Veneer,,,,White City,OR,9750,Larry Swan,,,9122
41.607549,-122.840245,Eastlick Mills,,,Closed,1971,,,,Sawmill,Logs,,,,,Fort Jones,CA,,,,,9204
38.543215,-122.812538,Windsor Mill,,,Closed,1987,,,,Sawmill,Logs,,,,,Windsor,CA,,,,,9288
41.318858,-122.80933,"Hjertager, E.J. & Son Lumber",,,Closed,1974,,,,Sawmill,Logs,,,,,Callahan,CA,,,,,9176
41.579787,-122.70358,Butler Forest Products,,,Closed,1997,,,,Sawmill,Logs,Lumber,,,,Ft. Jones,CA,,Rick Satomi,Random Lengths,,9055
41.715588,-122.63428,Pine Mountain Lumber,,,Closed,1987,,,,Sawmill,Logs,,,,,Yreka,CA,96097,,,,9290
41.708698,-122.632487,Sharp Lumber,,,Closed,1972,,,,Sawmill,Logs,,,,,Yreka,CA,96097,,,,9291
41.994425,-122.631222,Fruit Growers Supply,,,Closed,1975,,,,Sawmill,Logs,,,,,Hilt,CA,,,,,9221
41.732535,-122.59341,SPI Siskiyou Sawmill,,,Closed,1976,,,,Sawmill,Logs,,,,,Yreka,CA,96097,,,,9289
41.737758,-122.593349,Fruit Growers Supply Company,Sun Kist Cooperative,"Larry Jellison, Consultant",Developing,,Hi-Ridge,,,Sawmill,Logs,Lumber,"PP, DF, WF, LPP",,,Yreka,CA,96097,Larry Swan,Random Lengths,,9131
41.73064723,-122.5929565,Timber Products Veneer Mill,Timber Products Company,"Michael Don, Mill Manager
",Open,,Timber Products Co,,,Veneer,Logs,Veneer,"DF, WF Shasta RF, pine and other.  No IC.",,(530) 842-2310,Yreka,CA,96097,Larry Swan,,,9133
41.732792,-122.591179,"Shasta Forest Products, Inc.",Richard  Conroy President/CEO,,Open,,,,,Bark Processor,Bark,Bark Products,,,(530) 842-2785,Yreka,CA,96097,Rick Satomi,"Montana Dataset 2,012",,9132
39.885429,-122.541257,Crane Mills,Crane Mills,,closed,1993,,,,Sawmill,Logs,Lumber,,,,Paskenta,CA,96074,Larry Swan,,,9086
39.587495,-122.540479,Commander Lumber Co.,Leon Whitney,,Unknown,,,,,Sawmill,Logs,Lumber,,,,Elk Creek,CA,,Larry Swan,,,9047
40.500658,-122.450707,Butler Forest Products,,,Closed,1997,,,,Sawmill,Logs,Lumber,,,,Redding,CA,,Rick Satomi,Random Lengths,,9097
38.245964,-122.445181,Sonoma Pacific,,,Closed,1987,,,,Sawmill,Logs,,,,,Schellville,CA,,,,,9265
40.509517,-122.424433,Redding Power,,,Closed,1992,,,,Sawmill,Logs,Lumber,,,,Redding,CA,,Rick Satomi,Random Lengths,,9098
40.587103,-122.3915,Heron Mills,,,Closed,1975,,,,Sawmill,Logs,,,,,Redding,CA,,,,,9254
40.675837,-122.380149,SPI Shasta Lake Sawmill,Sierra Pacific Industries,John Phillips Mill Manager,Open,,Sierra Pacific Industries,,,Sawmill,Logs,Lumber,,,(530) 275-8851,Shasta Lake,CA,96019,Larry Swan,,,9104
41.43245271,-122.3794955,Roseburg Forest Products Veneer Mill,Roseburg Forest Products,"Toby Mills, Log Procurement",Open,,Roseburg Forest Products,,weed plant #7,Veneer,Logs,Veneer,,,(530) 938-2721,Weed,CA,96094,Larry Swan,,,9121
40.503613,-122.374736,Wisconsin-California,,,Closed,2003,,,,Sawmill,Logs,Lumber,,,,Redding,CA,,Rick Satomi,Random Lengths,,9099
40.484703,-122.345292,Sound Stud Sawmill,Neal Siller Co - Owner,,Closed,2009,"Sound Stud Sawmill, Anderson, CA",,,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Hemlock",,,Yuba City,CA,96007,Larry Swan,,,9134
40.46978,-122.327068,P&M Anderson Mill,,,Closed,1995,,,,Sawmill,Logs,Lumber,,,,Anderson,CA,,Rick Satomi,Random Lengths,,9006
40.471498,-122.320991,SPI Anderson Sawmill,"Sierra Pacific Industries
",,Open,,Sierra Pacific Industries,,,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Incense Cedar, Hemlock-fir, Sugar Pine",,(530) 378-8000,Anderson,CA,,Larry Swan,,,9008
40.471498,-122.320991,SPI Anderson Pole Peeler Plant,"Sierra Pacific Industries
",,Open,,Sierra Pacific Industries,,,Pole Peeler,Logs,Post/Pole,"Douglas-fir, Ponderosa Pine, Incense Cedar, Hemlock-fir, Sugar Pine",,(530) 378-8000,Anderson,CA,96007,Larry Swan,,,9009
41.326214,-122.316631,P&M Mt. Shasta Mill,,,Closed,1991,,,,Sawmill,Logs,Lumber,,,,Mount Shasta,CA,,Rick Satomi,Random Lengths,,9077
41.296848,-122.307712,Roseburg Lumber (Mount Shasta),,,Closed,1987,Kimberly-Clark Corporation,,,Sawmill,Logs,,,,,Mount Shasta,CA,,,,,9151
40.436626,-122.276119,Roseburg Forest Products,Roseburg,,Closed,1993,Paul Bunyan,,,Sawmill,Logs,Lumber,,,,Anderson,CA,,Rick Satomi,Random Lengths,,9007
37.090154,-122.273326,Big Creek Lbr. Co. Sawmill,Big Creek Lumber,Janet Webb Wholesale Manager,Open,,Big Creek Lumber Co,,,Sawmill,Logs,Lumber,"DF, Redwood",,(831) 457-5015,Davenport,CA,95017,Larry Swan,,,9044
40.432118,-122.267298,Kimberly-Clark Corporation (Anderson),,,Closed,1981,,,,Sawmill,Logs,,,,,Anderson,CA,,,,,9159
40.165498,-122.231812,Roseburg Forest Products *,,,Closed,1991,Diamond Lands,,,Sawmill,Logs,Lumber,,,,Red Bluff,CA,,Rick Satomi,Random Lengths,,9092
40.133429,-122.202967,Louisiana Pacific (Red Bluff),,,Closed,1991,,,,Sawmill,Logs,Lumber,,,,Red Bluff,CA,,Rick Satomi,Random Lengths,,9093
39.687296,-122.197715,United Bark Products,,Frank Campbell Manager,Open,,,,,Bark Processor,Bark,Bark Products,,,707-585-6056,Orland,CA,95987,Rick Satomi,"Montana Dataset 2,012",,9082
39.624125,-122.193279,Heyrend Lumber Co.,,,Closed,1993,,,,Sawmill,Logs,Lumber,,,,Artois,CA,,Rick Satomi,Random Lengths,,9018
40.12963114,-122.1878034,Lassen Forest Products,Peter   Brunello Manager,,Open,,,,,Bark Processor,Bark,Bark Products,,,(530) 527-7677,Red Bluff ,CA,96080,Larry Swan,,,9095
37.215181,-122.175363,Santa Cruz Lumber,,,Closed,1973,,,,Sawmill,Logs,,,,,Boulder Creek,CA,,,,,9174
41.263646,-122.124519,California Cedar Products Company,Steve Wiard Resource Manager,,Closed,2000,"California Cedar Products, P&M Cedar Products, California Cedar Products",,,Sawmill,Logs,Lumber,IC,,530-964-2178,McCloud,CA,96057,Rick Satomi,"Montana Dataset 2,012",,9074
41.263896,-122.117614,Terra Mai,??,,Closed,1998,Jefferson Lumber Company,,,Small Production Mill,Logs,Lumber,,,,McCloud,CA,,Rick Satomi,Random Lengths,,9075
37.047871,-122.031879,Holmes Lumber Company,,,Closed,1979,Standard Lumber Mills,,,Sawmill,Logs,,,,,Scotts Valley,CA,,,,,9155
37.360778,-121.94316,Beaver Lumber,,,Closed,1976,,,,Sawmill,Logs,,,,,Santa Clara,CA,,,,,9262
41.960639,-121.921862,American Forest Products (Dorris),,,Closed,1973,,,,Sawmill,Logs,,,,,Dorris,CA,,,,,9199
42.04369796,-121.8719792,Southern Oregon Post & Pole,,,Liquidated,,,,,Pole Peeler,Logs,,,,,Klamath Falls,OR,97603,Larry Swan,,,9067
42.25325412,-121.8060077,Jeld-Wen MDF,,,Open,,,,,Sawmill,Logs,Lumber,"PP, SP",,,Klamath Falls,OR,97601,Larry Swan,,,9065
42.25647449,-121.8046141,Jeld-Wen Thomas Lbr. Sawmill,Jelf-Wen,,Open,,,,,Sawmill,Logs,Lumber,,,,Klamath Falls,OR,97601,Larry Swan,,,9066
42.1796987,-121.8005483,Columbia Forest Products Plywood,Columbia Forest Products,"Mark Slezak, VP",Open,,,,,Veneer and Hardwood Plywood,Logs,Veneer and Hardwood Plywood,"WF, Hybrid Poplar, Hardwood Face Veneers",,,Klamath Falls,OR,,Larry Swan,,,9064
40.8782226,-121.7266623,Shasta Green Sawmill,,Tom  Franklin General Manager,Open,,"Burney Forest Products( owned by the big valley lumber company), Big Valley Lumber Mill",,,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Incense Cedar, True Fir",,(530) 335-4924,Burney,CA,96013,Larry Swan,,,9026
40.018018,-121.713338,SPI Chico Sawmill,,,Closed,1986,"Butte Lumber Company, Webco Lumber",,,Sawmill,Logs,,,,,Chico,CA,,,,,9142
40.876365,-121.701786,SPI Burney Sawmill,Sierra Pacific Industries,,Open,,"Scott Lumber, Publishers",,,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Incense Cedar, Hemlock, Sugar Pine",,(530) 335-3681,Burney,CA,96013,Larry Swan,,,9027
41.201179,-121.686068,Louisiana Pacific,,,Closed,1977,Cheney-Grant Lumber,,,Sawmill,Logs,,,,,Pondosa,CA,,,,,9153
40.989629,-121.621078,Louisiana Pacific (Burney),Louisiana Pacific,,Closed,1990,"Lorenz, FibreBoard",,"Lorenz, Fibreboard",Sawmill,Logs,Lumber,,,,Burney,CA,,Rick Satomi,Random Lengths,,9025
40.989058,-121.621071,Fibreboard Corporation (Burney),,,Closed,1979,Lorenz Lumber,,,Sawmill,Logs,,,,,Burney,CA,,,,,9141
39.112056,-121.608451,Unity Forest Products,,,Open,,,,,Small Production Mill,Logs,,,,800-248-4940,Yuba City,CA,,,TimberWEst,,9135
39.128913,-121.572696,Feather River Forest Products,,,Closed,1993,,,,Sawmill,Logs,Lumber,,,,Marysville,CA,,Rick Satomi,Random Lengths,,9071
39.473057,-121.57134,Louisiana Pacific(Oroville),,,Closed,1993,,,,Sawmill,Logs,Lumber,,,,Oroville,CA,,Rick Satomi,Random Lengths,,9085
39.494864,-121.565478,Diamond International (Oroville),,,Closed,1983,,,,Sawmill,Logs,,,,,Oroville,CA,,,,,9244
39.492119,-121.563359,Bald Knob Land & Timber Co.,,,Closed,1992,Cornett Lumber Company,,,Sawmill,Logs,Lumber,,,,Oroville,CA,,Rick Satomi,Random Lengths,,9083
39.48193681,-121.5632263,SPI Oroville Cedar Sawmill,Sierra Pacific Industries,Jane  Hume accountant,Open,,,,,Sawmill,Logs,Lumber,,,(530) 532-6630,Oroville,CA,95965,Larry Swan,,,9003
39.10472026,-121.5615753,Sierra Cedar Products Sawmill,Tony Sims Log buyer,,Closed,2001,Sierra Cedar Products,,,Sawmill,Logs,Lumber,,,(530) 741-8090,Marysville,CA,95901,Larry Swan,,,9073
39.480487,-121.56114,SPI Oroville Sawmill,,,Closed,1987,,,,Sawmill,Logs,,,,,Oroville,CA,,,,,9246
39.493489,-121.559577,Cal Oak Lumber,,,Closed,1983,,,,Sawmill,Logs,,,,,Oroville,CA,,,,,9245
39.461387,-121.556893,J. W. Bamford Inc. (Apex),,,Closed,2002,,,,Sawmill,Logs,Lumber,,,,Oroville,CA,,Rick Satomi,Random Lengths,,9084
39.905759,-121.524087,Diamond National (Stirling City),,,Closed,1975,,,,Sawmill,Logs,,,,,Stirling City,CA,,,,,9272
39.074678,-121.51711,Marysville Forest Products,,,Closed,1995,Erickson,,Erickson,Sawmill,Logs,Lumber,,,,Marysville,CA,,Rick Satomi,Random Lengths,,9072
38.646405,-121.385157,Champion International (Anderson),,,Closed,1987,US Plywood,,,Sawmill,Logs,,,,,Anderson,CA,,,,,9160
37.956346,-121.362798,Dover Resources,Follow-up on status,,,,,,,Pellet Mill,Sawdust / Shavings / Chips,Pellets,,,,Stockton,CA,,,,,9108
38.80935591,-121.3173498,Mallad Creek Shavings/Pellets,,,Open,,,,,"Shavings, Pellet Mill",Chips,Shavings&Pellets,,,(877) 742-8464,Rocklin,CA,95765,Larry Swan,,,9100
